server_timestamp,device_timestamp,device_id,target,label,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,device_epoch_utc,device_time_synced,device_millis
11/10/2025 14:56:54,11/10/2025 14:56:49,deviceA,Black,A,132.693,46.402,126.894,45.332,54.933,64.389,21.497,23.126,86.819,13.751,48.168,11.184,41.766,40.073,90.723,1118.29,51.513,8.106,1762754209,TRUE,556428
11/10/2025 14:56:54,11/10/2025 14:56:49,deviceA,White,A,1864.3,2314.29,3576.02,1656.35,1606.61,1835.43,461.211,467.447,2507.61,263.771,475.401,81.483,162.336,115.311,216.209,1231.41,66.664,33.324,1762754209,TRUE,556428
11/21/2025 10:39:53,11/21/2025 10:39:49,deviceB,White,A,1492.70898,617.1109,1419.83362,510.07343,706.211,895.625,377.81226,396.00604,1164.50464,234.32625,355.40045,77.91083,122.68204,102.47797,164.42839,666.17389,42.49776,30.79782,1763689189,TRUE,24229
11/21/2025 10:41:22,11/21/2025 10:41:18,deviceB,Black,A,1492.70898,616.11395,1417.92261,509.16904,703.79248,892.67883,375.55801,393.41779,1158.68787,232.10164,350.24973,75.11582,115.46545,95.70256,155.58815,653.94031,40.94296,29.08682,1763689278,TRUE,113060
11/10/2025 14:56:42,11/10/2025 14:56:35,deviceA,Black,C,257.00479,67.05423,141.62297,45.50774,66.19001,86.49385,17.91284,18.93963,92.83984,10.97568,31.12848,3.89248,7.02312,5.69289,9.56353,76.72977,3.4467,2.68606,1762754195,TRUE,542389
11/21/2025 11:29:34,11/21/2025 11:29:29,deviceB,White,A,1483.02136,606.14447,1403.59058,496.50763,690.08746,879.42126,364.73761,379.61365,1126.11438,218.38316,310.07401,59.04453,72.96775,56.744,106.96686,613.90314,27.98633,20.53188,1763692169,TRUE,19932
11/21/2025 11:30:16,11/21/2025 11:30:10,deviceB,Black,A,1489.47974,606.14447,1405.50146,496.50763,692.50598,879.42126,364.28677,379.18225,1127.27771,218.01239,310.07401,59.04453,72.96775,56.744,106.96686,609.45459,27.98633,20.53188,1763692210,TRUE,61620
12/2/2025 8:49:00,11/10/2025 14:56:49,deviceA,Black,A,132.693,46.402,126.894,45.332,54.933,64.389,21.497,23.126,86.819,13.751,48.168,11.184,41.766,40.073,90.723,1118.29,51.513,8.106,1762754209,TRUE,556428
